商品コード,商品名,カテゴリ名,販売価格,更新日,在庫数,在庫インポートフラグ,在庫扱いの種別
000001,ぶりカマ,切身,390,2022/09/28 13:52:11,0,インポート可,在庫がないと注文できない
000002,銀だら尾の西京漬,漬魚,160,2018/12/15 02:20:11,0,インポート可,在庫がないと注文できない
000003,紅鮭甘塩カマしっぽ,切身,290,2018/12/15 02:20:11,999999744,インポート可,在庫数によらず注文を受ける
000201,ギアナ海老　小型,えび,620,2018/12/15 02:20:11,999999997,インポート可,在庫数によらず注文を受ける
000202,（生）むきえび,えび,529,2018/12/15 02:20:11,999999980,インポート可,在庫数によらず注文を受ける
000203,真あじ刺,刺身,368,2018/12/15 02:20:11,11,インポート可,在庫がないと注文できない
000204,鯛 刺,刺身,441,2018/12/15 02:20:11,999999995,インポート可,在庫数によらず注文を受ける
000205,まぐろたたき,まぐろ,447,2018/12/15 02:20:11,999999983,インポート可,在庫数によらず注文を受ける
000206,イクラしょうゆ漬,魚卵,735,2018/12/15 02:20:11,999999993,インポート可,在庫数によらず注文を受ける
000207,殻付しじみ,貝類,599,2018/12/15 02:20:11,999999990,インポート可,在庫数によらず注文を受ける
000208,生かき（生食用）,貝類,357,2018/12/15 02:20:11,999999997,インポート可,在庫数によらず注文を受ける
000209,紅鮭甘塩（２切）,切身,378,2018/12/15 02:20:11,999999988,インポート可,在庫数によらず注文を受ける
000210,金目鯛（２切）【180g】,切身,483,2018/12/15 02:20:11,999999985,インポート可,在庫数によらず注文を受ける
000211,子持ち 浅羽カレイ,切身,326,2018/12/15 02:20:11,999999988,インポート可,在庫数によらず注文を受ける
000212,メカジキハラス西京漬,漬魚,305,2018/12/15 02:20:11,999999985,インポート可,在庫数によらず注文を受ける
000213,銀かれい醤油漬,漬魚,273,2018/12/15 02:20:11,999999996,インポート可,在庫数によらず注文を受ける
000214,ちりめん,干物,482,2019/01/25 02:20:00,999999991,インポート可,在庫数によらず注文を受ける
000223,メローみそ漬,漬魚,453,2018/12/15 02:20:11,999999999,インポート可,在庫数によらず注文を受ける
000224,メバチまぐろ切落し,まぐろ,567,2018/12/15 02:20:11,999999346,インポート可,在庫数によらず注文を受ける
000225,（生）むきえび,えび,592,2018/12/15 02:20:11,999997953,インポート可,在庫数によらず注文を受ける
000226,本ししゃも干,干物,585,2018/12/15 02:20:11,999997593,インポート可,在庫数によらず注文を受ける
000227,殻付しじみ,貝類,599,2018/12/15 02:20:11,999995981,インポート可,在庫数によらず注文を受ける
000228,ハーヤンシューマイ,中華惣菜,444,2018/12/15 02:20:11,999995738,インポート可,在庫数によらず注文を受ける
000302,あじなめろう,水産加工品,336,2018/12/15 02:20:11,999999996,インポート可,在庫数によらず注文を受ける
000308,帆立の醤油漬,漬魚,473,2018/12/15 02:20:11,0,インポート可,在庫がないと注文できない
000309,あゆ甘露煮,水産加工品[低温解凍],399,2018/12/15 02:20:11,0,インポート可,在庫がないと注文できない
000310,【ﾌﾟﾚｾﾞﾝﾄ】紅鮭割烹巻,水産加工品[低温解凍],0,2018/12/15 02:20:11,0,インポート可,在庫がないと注文できない
000311,海老とトマトのテリーヌ,水産加工品[低温解凍],567,2018/12/15 02:20:11,999999984,インポート可,在庫数によらず注文を受ける
000312,【ﾌﾟﾚｾﾞﾝﾄ】海鮮酒蒸し（帆立・わかめ,水産加工品[低温解凍],0,2018/12/15 02:20:11,0,インポート可,在庫がないと注文できない
000313,【ﾌﾟﾚｾﾞﾝﾄ】真鯛カブト煮,水産加工品[低温解凍],0,2018/12/15 02:20:11,0,インポート可,在庫がないと注文できない
000314,霜降り馬刺,馬肉,777,2018/12/15 02:20:11,999999999,インポート可,在庫数によらず注文を受ける
000315,みつせ鶏　塩鍋しゃぶしゃぶ,みつせ鶏,966,2018/12/15 02:20:11,999999998,インポート可,在庫数によらず注文を受ける
000316,【おまけ】洋葱水煎饅頭,本格中華点心,294,2018/12/15 02:20:11,0,インポート可,在庫がないと注文できない
000317,蝦仁雲呑（エビワンタン）,本格中華点心,462,2018/12/15 02:20:11,0,インポート可,在庫がないと注文できない
000318,【ﾌﾟﾚｾﾞﾝﾄ】蓮蓉芝麻球（蓮の実あん揚,本格中華点心,0,2018/12/15 02:20:11,14,インポート可,在庫がないと注文できない
000319,えび海鮮餃子,中華惣菜,336,2018/12/15 02:20:11,999999996,インポート可,在庫数によらず注文を受ける
000320,若鶏の甘酢ソース,中華惣菜,368,2018/12/15 02:20:11,999999988,インポート可,在庫数によらず注文を受ける
000322,豆腐ハンバーグ,和惣菜,273,2018/12/15 02:20:11,0,インポート可,在庫がないと注文できない
000323,アスパラの胡麻マヨ和え,和惣菜,399,2018/12/15 02:20:11,0,インポート可,在庫がないと注文できない
000324,【義援金付】かぼちゃのそぼろ煮,和惣菜,347,2018/12/15 02:20:11,0,インポート可,在庫がないと注文できない
000326,牛肉八幡巻,和惣菜,945,2018/12/15 02:20:11,0,インポート可,在庫がないと注文できない
000327,豆乳トーナッツ,軽食,357,2018/12/15 02:20:11,999999992,インポート可,在庫数によらず注文を受ける
000328,ナン（カレーソース）,軽食,494,2018/12/15 02:20:11,999999995,インポート可,在庫数によらず注文を受ける
000329,【ﾌﾟﾚｾﾞﾝﾄ】焼き餅,軽食,0,2018/12/15 02:20:11,0,インポート可,在庫がないと注文できない
000333,かにめし,麺・丼物,315,2018/12/15 02:20:11,999999994,インポート可,在庫数によらず注文を受ける
000334,彩りいなり寿司,麺・丼物,546,2018/12/15 02:20:11,999999995,インポート可,在庫数によらず注文を受ける
000335,きのことほうれん草の和風スパゲティ,パスタ【まとめ割】,441,2018/12/15 02:20:11,999999997,インポート可,在庫数によらず注文を受ける
000337,グリーンアスパラ,野菜,548,2018/12/15 02:20:11,0,インポート可,在庫がないと注文できない
000338,【ﾌﾟﾚｾﾞﾝﾄ】スパゲティボンゴレビアン,パスタ【まとめ割】,0,2018/12/15 02:20:11,0,インポート可,在庫がないと注文できない
000339,トマトクリームのフィットチーネ,パスタ【まとめ割】,473,2018/12/15 02:20:11,999999994,インポート可,在庫数によらず注文を受ける
000340,ﾌﾞﾛｯｺﾘｰ&ほうれん草ｸﾘｰﾑのﾌｨｯﾄﾁｰﾈ,パスタ【まとめ割】,473,2018/12/15 02:20:11,0,インポート可,在庫がないと注文できない
000341,バジルクリームのフィットチーネ,パスタ【まとめ割】,473,2018/12/15 02:20:11,0,インポート可,在庫がないと注文できない
000342,生そば（国産そば粉）,全24品【まとめ割】,357,2018/12/15 02:20:11,999999989,インポート可,在庫数によらず注文を受ける
000344,ドルチェ・ベリー＆ミルク,洋菓子,462,2018/12/15 02:20:11,999999996,インポート可,在庫数によらず注文を受ける
000345,【おまけ】今川焼（カスタード）,和菓子,0,2018/12/15 02:20:11,1,インポート可,在庫がないと注文できない
000501,ギアナ海老　特大,えび,1785,2018/12/15 02:20:11,999999918,インポート可,在庫がないと注文できない
000502,ギアナ海老　大型,えび,1680,2018/12/15 02:20:11,999999874,インポート可,在庫がないと注文できない
000503,ギアナ海老　小型,えび,620,2018/12/15 02:20:11,999999690,インポート可,在庫がないと注文できない
000504,ギアナ海老　えび刺,えび,599,2018/12/15 02:20:11,0,インポート可,在庫がないと注文できない
000505,イリアン海老　有頭大,えび,1281,2018/12/15 02:20:11,999999924,インポート可,在庫がないと注文できない
000506,イリアン海老　L,えび,798,2018/12/15 02:20:11,999999603,インポート可,在庫がないと注文できない
000507,イリアン海老　M,えび,672,2018/12/15 02:20:11,999999559,インポート可,在庫がないと注文できない
000508,イリアン海老　S,えび,494,2018/12/15 02:20:11,999999830,インポート可,在庫がないと注文できない
000509,（生）むきえび,えび,592,2018/12/15 02:20:11,999998337,インポート可,在庫がないと注文できない
000510,釜揚げ桜えび,えび,504,2018/12/15 02:20:11,0,インポート可,在庫がないと注文できない
000511,甘えび,えび,525,2018/12/15 02:20:11,999999770,インポート可,在庫がないと注文できない
000512,●大粒むきえび,えび,719,2018/12/15 02:20:11,999998643,インポート可,在庫がないと注文できない
000513,シーフードミックス,かに,714,2018/12/15 02:20:11,999999308,インポート可,在庫がないと注文できない
000514,たらばがに(生),かに,2688,2018/12/15 02:20:11,999999973,インポート可,在庫がないと注文できない
000515,毛がに,かに,2573,2019/09/04 02:20:00,999999985,インポート可,在庫がないと注文できない
000516,ずわいかに半肩,かに,588,2018/12/15 02:20:11,999999898,インポート可,在庫がないと注文できない
000517,骨なし　かに棒肉,かに,557,2018/12/15 02:20:11,999999463,インポート可,在庫がないと注文できない
000518,本ズワイ爪ポーション,かに,504,2018/12/15 02:20:11,999999864,インポート可,在庫がないと注文できない
000519,かにほぐし身,かに,347,2018/12/15 02:20:11,999999226,インポート可,在庫がないと注文できない
000520,紋甲イカ,かに,788,2019/09/04 02:20:00,999999322,インポート可,在庫がないと注文できない
000521,するめいか,かに,399,2018/12/15 02:20:11,999998900,インポート可,在庫がないと注文できない
000522,ヤリイカ,かに,273,2018/12/15 02:20:11,999999439,インポート可,在庫がないと注文できない
000523,いかゲソ,かに,145,2018/12/15 02:20:11,0,インポート可,在庫がないと注文できない
000524,ボイル紋甲いかゲソ,かに,299,2018/12/15 02:20:11,999999822,インポート可,在庫がないと注文できない
000525,ヤリイカ リングカット,かに,347,2018/12/15 02:20:11,999999259,インポート可,在庫がないと注文できない
000526,真いかソーメン（函館）,かに,357,2018/12/15 02:20:11,999999068,インポート可,在庫がないと注文できない
000527,【セットでお得】真いかソーメン(函館),かに,756,2018/12/15 02:20:11,999999082,インポート可,在庫がないと注文できない
000528,スルメイカ（リング＆ゲソ）,かに,294,2018/12/15 02:20:11,999999206,インポート可,在庫がないと注文できない
000529,いか照焼き,かに,326,2018/12/15 02:20:11,999999120,インポート可,在庫がないと注文できない
000530,シマアジ,刺身,672,2018/12/15 02:20:11,999999624,インポート可,在庫がないと注文できない
000531,平目刺,刺身,641,2018/12/15 02:20:11,999999844,インポート可,在庫がないと注文できない
000532,鯛 刺,刺身,441,2018/12/15 02:20:11,999999675,インポート可,在庫がないと注文できない
000533,カンパチ刺,刺身,494,2018/12/15 02:20:11,999998760,インポート可,在庫がないと注文できない
000534,かつおたたき,刺身,399,2018/12/15 02:20:11,999998737,インポート可,在庫がないと注文できない
000535,下りカツオ,刺身,473,2018/12/15 02:20:11,999999649,インポート可,在庫がないと注文できない
000536,紅 刺,刺身,410,2018/12/15 02:20:11,999999455,インポート可,在庫がないと注文できない
000537,くじら刺,刺身,473,2018/12/15 02:20:11,999999792,インポート可,在庫がないと注文できない
000538,ハマチたたき,刺身,410,2018/12/15 02:20:11,999999896,インポート可,在庫がないと注文できない
000539,スズキ刺,刺身,452,2018/12/15 02:20:11,999999876,インポート可,在庫がないと注文できない
000540,カラスカレイ縁側,刺身,378,2018/12/15 02:20:11,0,インポート可,在庫がないと注文できない
000541,たこの薄造り（タレ付）,刺身,347,2018/12/15 02:20:11,999999857,インポート可,在庫がないと注文できない
000542,真あじ刺,刺身,368,2018/12/15 02:20:11,999999382,インポート可,在庫がないと注文できない
000543,トロさんま刺,刺身,389,2018/12/15 02:20:11,999999644,インポート可,在庫がないと注文できない
000544,イワシ刺,刺身,326,2018/12/15 02:20:11,999999737,インポート可,在庫がないと注文できない
000545,たこ刺,刺身,167,2018/12/15 02:20:11,0,インポート可,在庫がないと注文できない
000546,（小）甘えび,お刺身セット,315,2018/12/15 02:20:11,999999216,インポート可,在庫がないと注文できない
000547,（小）メバチまぐろ赤身,お刺身セット,315,2018/12/15 02:20:11,999999014,インポート可,在庫がないと注文できない
000548,（小）紅刺,お刺身セット,315,2018/12/15 02:20:11,999999054,インポート可,在庫がないと注文できない
000549,●（小）紋甲イカ,お刺身セット,315,2018/12/15 02:20:11,999999235,インポート可,在庫がないと注文できない
000550,（小）イクラしょうゆ漬,お刺身セット,315,2018/12/15 02:20:11,999998841,インポート可,在庫がないと注文できない
000551,（小）カンパチ刺,お刺身セット,315,2018/12/15 02:20:11,999999164,インポート可,在庫がないと注文できない
000552,（小）帆立貝柱,お刺身セット,315,2018/12/15 02:20:11,999996766,インポート可,在庫がないと注文できない
000553,（小）真だこ,お刺身セット,315,2018/12/15 02:20:11,999999411,インポート可,在庫がないと注文できない
000554,（小）鯛刺,お刺身セット,315,2018/12/15 02:20:11,999999150,インポート可,在庫がないと注文できない
000555,インドまぐろトロ,まぐろ,777,2018/12/15 02:20:11,999999817,インポート可,在庫がないと注文できない
000556,インドまぐろ赤身,まぐろ,1208,2018/12/15 02:20:11,999999782,インポート可,在庫がないと注文できない
000557,メバチまぐろ中トロ,まぐろ,1092,2018/12/15 02:20:11,999999713,インポート可,在庫がないと注文できない
000558,メバチまぐろ赤身,まぐろ,777,2018/12/15 02:20:11,999999725,インポート可,在庫がないと注文できない
000559,メバチまぐろ角切,まぐろ,693,2018/12/15 02:20:11,999999846,インポート可,在庫がないと注文できない
000560,メバチまぐろ切落し,まぐろ,630,2018/12/15 02:20:11,999999358,インポート可,在庫がないと注文できない
000561,まぐろたたき,まぐろ,447,2018/12/15 02:20:11,999999269,インポート可,在庫がないと注文できない
000562,【セット】まぐろたたき,まぐろ,804,2018/12/15 02:20:11,999999225,インポート可,在庫がないと注文できない
000563,びんちょうまぐろ,まぐろ,546,2018/12/15 02:20:11,999998704,インポート可,在庫がないと注文できない
000564,びんちょうマグロタタキ,まぐろ,462,2018/12/15 02:20:11,0,インポート可,在庫がないと注文できない
000565,しめさば,水産加工品,509,2018/12/15 02:20:11,999997374,インポート可,在庫がないと注文できない
000566,ニシン燻製フィレ,水産加工品,441,2018/12/15 02:20:11,999999842,インポート可,在庫がないと注文できない
000567,スモークサーモン,水産加工品,452,2018/12/15 02:20:11,999998746,インポート可,在庫がないと注文できない
000568,沖メダイスモーク,水産加工品,893,2018/12/15 02:20:11,999999977,インポート可,在庫がないと注文できない
000569,サンマ燻製,水産加工品,378,2018/12/15 02:20:11,999999806,インポート可,在庫がないと注文できない
000570,ししゃも燻製,水産加工品,263,2018/12/15 02:20:11,999999733,インポート可,在庫がないと注文できない
000571,真だこ,水産加工品,504,2018/12/15 02:20:11,999999475,インポート可,在庫がないと注文できない
000572,味付たこ,水産加工品,357,2018/12/15 02:20:11,999999542,インポート可,在庫がないと注文できない
000573,う に,水産加工品,677,2018/12/15 02:20:11,999999550,インポート可,在庫がないと注文できない
000574,あんこう肝,水産加工品,609,2018/12/15 02:20:11,999999922,インポート可,在庫がないと注文できない
000575,えんがわメカブ漬,水産加工品,420,2018/12/15 02:20:11,0,インポート可,在庫がないと注文できない
000576,きざみ芽かぶ,水産加工品,525,2018/12/15 02:20:11,0,インポート可,在庫がないと注文できない
000577,石垣島もずく（三杯酢）,水産加工品,357,2018/12/15 02:20:11,999997986,インポート可,在庫がないと注文できない
000578,イカ塩辛,水産加工品,336,2018/12/15 02:20:11,0,インポート可,在庫がないと注文できない
000579,メバチまぐろ丼の具,湯煎・レンジ編,452,2018/12/15 02:20:11,999999414,インポート可,在庫がないと注文できない
000580,ネギトロかつお丼,湯煎・レンジ編,441,2018/12/15 02:20:11,999999818,インポート可,在庫がないと注文できない
000581,帆立丼の具,湯煎・レンジ編,410,2018/12/15 02:20:11,999999773,インポート可,在庫がないと注文できない
000582,イカぶっかけ丼の具,湯煎・レンジ編,315,2018/12/15 02:20:11,999999556,インポート可,在庫がないと注文できない
000583,めかぶ海鮮丼,湯煎・レンジ編,441,2018/12/15 02:20:11,0,インポート可,在庫がないと注文できない
000584,さんま丼の具,湯煎・レンジ編,389,2018/12/15 02:20:11,7,インポート可,在庫がないと注文できない
000585,真鯛茶漬け（ごま風味）,湯煎・レンジ編,326,2018/12/15 02:20:11,999999623,インポート可,在庫がないと注文できない
000586,真あじ茶漬け,湯煎・レンジ編,273,2018/12/15 02:20:11,999999832,インポート可,在庫がないと注文できない
000587,子持ち昆布,魚卵,2205,2018/12/15 02:20:11,123,インポート可,在庫がないと注文できない
000588,白子,魚卵,473,2018/12/15 02:20:11,999999957,インポート可,在庫がないと注文できない
000589,イクラしょうゆ漬（角ケース入）,魚卵,1764,2019/08/02 02:20:00,999999841,インポート可,在庫がないと注文できない
000590,イクラしょうゆ漬,魚卵,735,2018/12/15 02:20:11,999999361,インポート可,在庫がないと注文できない
000591,イクラ（塩）,魚卵,494,2018/12/15 02:20:11,999999711,インポート可,在庫がないと注文できない
000592,筋子,魚卵,557,2018/12/15 02:20:11,999999812,インポート可,在庫がないと注文できない
000593,無着色 辛子明太子,魚卵,593,2018/12/15 02:20:11,999998259,インポート可,在庫がないと注文できない
000594,明太ばらこ,魚卵,410,2018/12/15 02:20:11,999999636,インポート可,在庫がないと注文できない
000595,たらこ,魚卵,473,2018/12/15 02:20:11,999999212,インポート可,在庫がないと注文できない
000596,たらこ（切子）,魚卵,326,2018/12/15 02:20:11,999999084,インポート可,在庫がないと注文できない
000597,国産　殻付はまぐり,貝類,546,2018/12/15 02:20:11,999999874,インポート可,在庫がないと注文できない
000598,国産　殻付あさり,貝類,378,2018/12/15 02:20:11,999998860,インポート可,在庫がないと注文できない
000599,殻付しじみ,貝類,599,2018/12/15 02:20:11,999997615,インポート可,在庫がないと注文できない
000600,ムール貝,貝類,315,2018/12/15 02:20:11,999999781,インポート可,在庫がないと注文できない
000601,ベビー帆立,貝類,399,2018/12/15 02:20:11,999999055,インポート可,在庫がないと注文できない
000602,酒蒸し黄金帆立,貝類,452,2018/12/15 02:20:11,0,インポート可,在庫がないと注文できない
000603,帆立ボイル,貝類,378,2018/12/15 02:20:11,999999542,インポート可,在庫がないと注文できない
000604,生かき（生食用）,貝類,357,2018/12/15 02:20:11,677,インポート可,在庫がないと注文できない
000605,加熱用かき,貝類,399,2018/12/15 02:20:11,999999396,インポート可,在庫がないと注文できない
000606,ロコ貝,貝類,546,2018/12/15 02:20:11,0,インポート可,在庫がないと注文できない
000607,つぶ貝,貝類,389,2018/12/15 02:20:11,999999587,インポート可,在庫がないと注文できない
000608,連子鯛,一尾物,294,2018/12/15 02:20:11,999999840,インポート可,在庫がないと注文できない
000609,えぼ鯛,一尾物,294,2018/12/15 02:20:11,999999718,インポート可,在庫がないと注文できない
000610,真あじ,一尾物,273,2018/12/15 02:20:11,999999561,インポート可,在庫がないと注文できない
000611,骨抜きさんま,一尾物,362,2018/12/15 02:20:11,0,インポート可,在庫がないと注文できない
000612,舌平目,一尾物,336,2018/12/15 02:20:11,999999673,インポート可,在庫がないと注文できない
000613,さばフィレ,一尾物,389,2019/09/04 02:20:00,999998158,インポート可,在庫がないと注文できない
000614,あじ開き（生）,一尾物,252,2019/09/04 02:20:00,999999572,インポート可,在庫がないと注文できない
000615,いわし開き（生）,一尾物,338,2018/12/15 02:20:11,999999451,インポート可,在庫がないと注文できない
000616,穴子開き　（生）,一尾物,315,2019/01/23 02:20:00,999999773,インポート可,在庫がないと注文できない
000617,わかさぎ,一尾物,277,2018/12/15 02:20:11,999999647,インポート可,在庫がないと注文できない
000618,紅鮭半身（甘塩）,切身,1386,2018/12/15 02:20:11,999999001,インポート可,在庫がないと注文できない
000619,紅鮭甘塩（２切）,切身,378,2018/12/15 02:20:11,999997905,インポート可,在庫がないと注文できない
000620,紅鮭甘塩（３切）,切身,525,2018/12/15 02:20:11,999998108,インポート可,在庫がないと注文できない
000621,時鮭中辛（２切）,切身,410,2018/12/15 02:20:11,999999474,インポート可,在庫がないと注文できない
000622,時鮭中辛（３切）,切身,567,2018/12/15 02:20:11,999999716,インポート可,在庫がないと注文できない
000623,銀鮭（２切）,切身,284,2018/12/15 02:20:11,999999377,インポート可,在庫がないと注文できない
000624,銀鮭（３切）,切身,399,2018/12/15 02:20:11,999999390,インポート可,在庫がないと注文できない
000625,メロー （沖むつ）（２切）,切身,651,2018/12/15 02:20:11,999999611,インポート可,在庫がないと注文できない
000626,メロー （沖むつ）（３切）,切身,893,2018/12/15 02:20:11,999999778,インポート可,在庫がないと注文できない
000627,銀だら（２切）,切身,546,2018/12/15 02:20:11,999999463,インポート可,在庫がないと注文できない
000628,銀だら（３切）,切身,746,2018/12/15 02:20:11,999999508,インポート可,在庫がないと注文できない
000629,金目鯛（２切）【180g】,切身,483,2018/12/15 02:20:11,999998856,インポート可,在庫がないと注文できない
000630,金目鯛（４切）,切身,882,2018/12/15 02:20:11,999999486,インポート可,在庫がないと注文できない
000631,メカジキ（２切）,切身,410,2018/12/15 02:20:11,999998644,インポート可,在庫がないと注文できない
000632,メカジキ（３切）,切身,567,2018/12/15 02:20:11,999999060,インポート可,在庫がないと注文できない
000633,真たら（２切）,切身,431,2019/01/23 02:20:00,999999752,インポート可,在庫がないと注文できない
000634,真たら（３切）,切身,599,2019/01/23 02:20:00,999999837,インポート可,在庫がないと注文できない
000635,さわら（２切）,切身,336,2018/12/15 02:20:11,999999353,インポート可,在庫がないと注文できない
000636,さわら（３切）,切身,462,2018/12/15 02:20:11,999999482,インポート可,在庫がないと注文できない
000637,ブリ（２切）,切身,483,2018/12/15 02:20:11,999999653,インポート可,在庫がないと注文できない
000638,ブリ（３切）,切身,672,2018/12/15 02:20:11,999999849,インポート可,在庫がないと注文できない
000639,ヒラス（２切）,切身,347,2018/12/15 02:20:11,999999830,インポート可,在庫がないと注文できない
000640,ヒラス（３切）,切身,473,2018/12/15 02:20:11,999999840,インポート可,在庫がないと注文できない
000641,子持ち 浅羽カレイ,切身,326,2018/12/15 02:20:11,999998692,インポート可,在庫がないと注文できない
000642,●銀かれい（２切）,切身,305,2019/01/31 02:20:00,999999628,インポート可,在庫がないと注文できない
000643,●銀かれい（３切）,切身,410,2019/01/31 02:20:00,999999564,インポート可,在庫がないと注文できない
000644,メローみそ漬,漬魚,504,2018/12/15 02:20:11,999999379,インポート可,在庫がないと注文できない
000645,銀ダラみそ漬,漬魚,483,2018/12/15 02:20:11,999998525,インポート可,在庫がないと注文できない
000646,メカジキハラス西京漬,漬魚,305,2018/12/15 02:20:11,999999310,インポート可,在庫がないと注文できない
000647,紅鮭西京漬,漬魚,315,2018/12/15 02:20:11,999999361,インポート可,在庫がないと注文できない
000648,ヒラス西京漬,漬魚,294,2018/12/15 02:20:11,999999280,インポート可,在庫がないと注文できない
000649,青ヒラス西京漬（セット）,漬魚,529,2018/12/15 02:20:11,999998997,インポート可,在庫がないと注文できない
000650,さわら西京漬,漬魚,336,2018/12/15 02:20:11,999999645,インポート可,在庫がないと注文できない
000651,金目鯛粕漬,漬魚,357,2018/12/15 02:20:11,999999056,インポート可,在庫がないと注文できない
